Title,Main_Artist,Original_Artist,Album,Genre,YouTube_URL,Cover_URL,File_Path
Xin Lỗi Em,Noo Phước Thịnh,Noo Phước Thịnh,Xin Lỗi Em,vpop-mainstream,https://music.youtube.com/watch?v=wH5CEFJ13Bw,https://i.ytimg.com/vi/wH5CEFJ13Bw/maxresdefault.jpg,Noo Phước Thịnh/Xin Lỗi Em/Xin Lỗi Em.mp3
I'm Still Loving You,Noo Phước Thịnh,Noo Phước Thịnh,I'm Still Loving You,vpop-mainstream,https://music.youtube.com/watch?v=3V0bDJxfvdc,https://i.ytimg.com/vi/3V0bDJxfvdc/maxresdefault.jpg,Noo Phước Thịnh/I'm Still Loving You/I'm Still Loving You.mp3
Xin Lỗi Em (Live from Noo's Chill Night 2),Noo Phước Thịnh,Noo Phước Thịnh,Noo’s Chill Night 02,vpop-mainstream,https://music.youtube.com/watch?v=PBC3hWiWMdQ,https://i.ytimg.com/vi/PBC3hWiWMdQ/maxresdefault.jpg,Noo Phước Thịnh/Noo’s Chill Night 02/Xin Lỗi Em (Live from Noo's Chill Night 2).mp3
Nếu,Noo Phước Thịnh,Noo Phước Thịnh,Ba Chấm,vpop-mainstream,https://music.youtube.com/watch?v=i2JZoglOsQs,https://i.ytimg.com/vi/i2JZoglOsQs/maxresdefault.jpg,Noo Phước Thịnh/Ba Chấm/Nếu.mp3
Mashup Giận Lòng - Xa Em (Live from Noo's Chill Night 1),Noo Phước Thịnh,"Noo Phước Thịnh, Đông Nhi",Noo’s Chill Night 01,vpop-mainstream,https://music.youtube.com/watch?v=tO607PwG1Z4,https://i.ytimg.com/vi/tO607PwG1Z4/maxresdefault.jpg,Noo Phước Thịnh/Noo’s Chill Night 01/Mashup Giận Lòng - Xa Em (Live from Noo's Chill Night 1).mp3
Mất Em,Noo Phước Thịnh,Noo Phước Thịnh,Tuyển Chọn Noo Phước Thịnh,vpop-mainstream,https://music.youtube.com/watch?v=sfRinQmBAWk,https://i.ytimg.com/vi/sfRinQmBAWk/maxresdefault.jpg,Noo Phước Thịnh/Tuyển Chọn Noo Phước Thịnh/Mất Em.mp3
Năm Qua Đã Làm Gì,Noo Phước Thịnh,"Noo Phước Thịnh, Bùi Công Nam",Gala Nhạc Việt 15 - Năm Mới Bình An,vpop-mainstream,https://music.youtube.com/watch?v=3hQqmqlXPEI,https://i.ytimg.com/vi/3hQqmqlXPEI/maxresdefault.jpg,Noo Phước Thịnh/Gala Nhạc Việt 15 - Năm Mới Bình An/Năm Qua Đã Làm Gì.mp3
100% Yêu Em,Noo Phước Thịnh,Noo Phước Thịnh,Noo Phước Thịnh Tuyển Tập,vpop-mainstream,https://music.youtube.com/watch?v=esAJ7x_Zue8,https://i.ytimg.com/vi/esAJ7x_Zue8/maxresdefault.jpg,Noo Phước Thịnh/Noo Phước Thịnh Tuyển Tập/100% Yêu Em.mp3
Hạnh Phúc Thoáng Qua,Noo Phước Thịnh,Noo Phước Thịnh,Noo Phước Thịnh Tuyển Tập,vpop-mainstream,https://music.youtube.com/watch?v=_FRM_n_vJ-8,https://i.ytimg.com/vi/_FRM_n_vJ-8/maxresdefault.jpg,Noo Phước Thịnh/Noo Phước Thịnh Tuyển Tập/Hạnh Phúc Thoáng Qua.mp3
Định Mệnh,Noo Phước Thịnh,Noo Phước Thịnh,Định Mệnh,vpop-mainstream,https://music.youtube.com/watch?v=B253H2kQWWQ,https://i.ytimg.com/vi/B253H2kQWWQ/maxresdefault.jpg,Noo Phước Thịnh/Định Mệnh/Định Mệnh.mp3
Mashup Mãi Mãi Bên Nhau - Như Phút Ban Đầu (Live from Noo's Chill Night 3),Noo Phước Thịnh,Noo Phước Thịnh,Noo’s Chill Night 03,vpop-mainstream,https://music.youtube.com/watch?v=fZ6wf2lkDms,https://i.ytimg.com/vi/fZ6wf2lkDms/maxresdefault.jpg,Noo Phước Thịnh/Noo’s Chill Night 03/Mashup Mãi Mãi Bên Nhau - Như Phút Ban Đầu (Live from Noo's Chill Night 3).mp3
Really Love You,Noo Phước Thịnh,Noo Phước Thịnh,Really Love You,vpop-mainstream,https://music.youtube.com/watch?v=dlbDzeFDW4g,https://i.ytimg.com/vi/dlbDzeFDW4g/maxresdefault.jpg,Noo Phước Thịnh/Really Love You/Really Love You.mp3
Như Vậy Mãi Thôi,Noo Phước Thịnh,Noo Phước Thịnh,Như Vậy Mãi Thôi,vpop-mainstream,https://music.youtube.com/watch?v=ePudPexnEiQ,https://i.ytimg.com/vi/ePudPexnEiQ/maxresdefault.jpg,Noo Phước Thịnh/Như Vậy Mãi Thôi/Như Vậy Mãi Thôi.mp3
Chợt Thấy Em Khóc,Noo Phước Thịnh,Noo Phước Thịnh,Noo Phước Thịnh Tuyển Tập,vpop-mainstream,https://music.youtube.com/watch?v=FL_B_c_XEAQ,https://i.ytimg.com/vi/FL_B_c_XEAQ/maxresdefault.jpg,Noo Phước Thịnh/Noo Phước Thịnh Tuyển Tập/Chợt Thấy Em Khóc.mp3
Những Kẻ Mộng Mơ (Live from Noo's Chill Night 3),Noo Phước Thịnh,Noo Phước Thịnh,Noo’s Chill Night 03,vpop-mainstream,https://music.youtube.com/watch?v=VrmsvfegXEE,https://i.ytimg.com/vi/VrmsvfegXEE/maxresdefault.jpg,Noo Phước Thịnh/Noo’s Chill Night 03/Những Kẻ Mộng Mơ (Live from Noo's Chill Night 3).mp3
Valentine Cho,Noo Phước Thịnh,Noo Phuoc Thinh,Xin Loi Em,vpop-mainstream,https://music.youtube.com/watch?v=qpWyuQrWVyI,https://i.ytimg.com/vi/qpWyuQrWVyI/maxresdefault.jpg,Noo Phước Thịnh/Xin Loi Em/Valentine Cho.mp3
Đổi Thay (Live from Noo's Chill Night 2),Noo Phước Thịnh,Noo Phước Thịnh,Noo’s Chill Night 02,vpop-mainstream,https://music.youtube.com/watch?v=0CvKWkHJW3s,https://i.ytimg.com/vi/0CvKWkHJW3s/maxresdefault.jpg,Noo Phước Thịnh/Noo’s Chill Night 02/Đổi Thay (Live from Noo's Chill Night 2).mp3
Giã Từ Trong Cơn Mưa (Live from Noo's Chill Night 1),Noo Phước Thịnh,Noo Phước Thịnh,Noo’s Chill Night 01,vpop-mainstream,https://music.youtube.com/watch?v=EV-XTNTL0i0,https://i.ytimg.com/vi/EV-XTNTL0i0/maxresdefault.jpg,Noo Phước Thịnh/Noo’s Chill Night 01/Giã Từ Trong Cơn Mưa (Live from Noo's Chill Night 1).mp3
Đến Với Nhau Là Sai,Noo Phước Thịnh,Noo Phước Thịnh,Noo Phước Thịnh Tuyển Tập,vpop-mainstream,https://music.youtube.com/watch?v=8Cbdq7YRIFM,https://i.ytimg.com/vi/8Cbdq7YRIFM/maxresdefault.jpg,Noo Phước Thịnh/Noo Phước Thịnh Tuyển Tập/Đến Với Nhau Là Sai.mp3
Anh Đã Quen Với Cô Đơn,Soobin Hoàng Sơn,Soobin Hoàng Sơn,Anh Đã Quen Với Cô Đơn,vpop-mainstream,https://music.youtube.com/watch?v=Vv1leKzSKZI,https://i.ytimg.com/vi/Vv1leKzSKZI/maxresdefault.jpg,Soobin Hoàng Sơn/Anh Đã Quen Với Cô Đơn/Anh Đã Quen Với Cô Đơn.mp3
giá như,Soobin Hoàng Sơn,SOOBIN,giá như,vpop-mainstream,https://music.youtube.com/watch?v=Kx4dmjbOaSU,https://i.ytimg.com/vi/Kx4dmjbOaSU/maxresdefault.jpg,Soobin Hoàng Sơn/giá như/giá như.mp3
Ngày Mai Em Đi,Soobin Hoàng Sơn,"Lê Hiếu, Soobin Hoàng Sơn, Touliver",Ngày Mai Em Đi,vpop-mainstream,https://music.youtube.com/watch?v=YI_b3NgCr3Q,https://i.ytimg.com/vi/YI_b3NgCr3Q/maxresdefault.jpg,Soobin Hoàng Sơn/Ngày Mai Em Đi/Ngày Mai Em Đi.mp3
Nếu Ngày Ấy,Soobin Hoàng Sơn,SOOBIN,Nếu Ngày Ấy,vpop-mainstream,https://music.youtube.com/watch?v=xBLe8hb2eTU,https://i.ytimg.com/vi/xBLe8hb2eTU/maxresdefault.jpg,Soobin Hoàng Sơn/Nếu Ngày Ấy/Nếu Ngày Ấy.mp3
DANCING IN THE DARK,Soobin Hoàng Sơn,SOOBIN,BẬT NÓ LÊN,vpop-mainstream,https://music.youtube.com/watch?v=0gGIxsbeotw,https://i.ytimg.com/vi/0gGIxsbeotw/maxresdefault.jpg,Soobin Hoàng Sơn/BẬT NÓ LÊN/DANCING IN THE DARK.mp3
Phia Sau Mot Co Gai,Soobin Hoàng Sơn,Soobin Hoang Son,Phia Sau Mot Co Gai,vpop-mainstream,https://music.youtube.com/watch?v=MzY-VgKxOmM,https://i.ytimg.com/vi/MzY-VgKxOmM/maxresdefault.jpg,Soobin Hoàng Sơn/Phia Sau Mot Co Gai/Phia Sau Mot Co Gai.mp3
Soobin Hoàng Sơn | Xin Đừng Lặng Im,Soobin Hoàng Sơn,Soobin Hoàng Sơn,Xin Đừng Lặng Im,vpop-mainstream,https://music.youtube.com/watch?v=yykAbpyof1A,https://i.ytimg.com/vi/yykAbpyof1A/maxresdefault.jpg,Soobin Hoàng Sơn/Xin Đừng Lặng Im/Soobin Hoàng Sơn _ Xin Đừng Lặng Im.mp3
Tiến Hay Lùi (Nụ Hôn Bạc Tỷ Original Soundtrack),Soobin Hoàng Sơn,"Bùi Công Nam, SOOBIN",Tiến Hay Lùi (Nụ Hôn Bạc Tỷ Original Soundtrack),vpop-mainstream,https://music.youtube.com/watch?v=kF9JIfresTY,https://i.ytimg.com/vi/kF9JIfresTY/maxresdefault.jpg,Soobin Hoàng Sơn/Tiến Hay Lùi (Nụ Hôn Bạc Tỷ Original Soundtrack)/Tiến Hay Lùi (Nụ Hôn Bạc Tỷ Original Soundtrack).mp3
Vai Lan Don Dua,Soobin Hoàng Sơn,Soobin Hoang Son,Vai Lan Don Dua,vpop-mainstream,https://music.youtube.com/watch?v=7IQTeIKQIvg,https://i.ytimg.com/vi/7IQTeIKQIvg/maxresdefault.jpg,Soobin Hoàng Sơn/Vai Lan Don Dua/Vai Lan Don Dua.mp3
Ai Mà Biết Được (feat. tlinh),Soobin Hoàng Sơn,"SOOBIN, tlinh",BẬT NÓ LÊN,vpop-mainstream,https://music.youtube.com/watch?v=I6rzjkFVtqM,https://i.ytimg.com/vi/I6rzjkFVtqM/maxresdefault.jpg,Soobin Hoàng Sơn/BẬT NÓ LÊN/Ai Mà Biết Được (feat. tlinh).mp3
"Tình Cờ (feat. CHARLES., Brown, KIMLONG & Duy Sơn)",Soobin Hoàng Sơn,"SOOBIN, 16 Typh, Hà Lê, Hà Trần, Lil Wuyn, CHARLES., Brown, Duy Sơn, KIMLONG","Space Jam, Vol. 2 - DO4LOVE",vpop-mainstream,https://music.youtube.com/watch?v=mrGn459nxGM,https://i.ytimg.com/vi/mrGn459nxGM/maxresdefault.jpg,"Soobin Hoàng Sơn/Space Jam, Vol. 2 - DO4LOVE/Tình Cờ (feat. CHARLES., Brown, KIMLONG & Duy Sơn).mp3"
